feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,output
2.45,0.739,1.325,-1.922,-0.238,0.182,10.333,-1.815,-4.737,-1.048,2.908,-1.476,-0.145,-5.872,0.949,-1.042,-1.861,-3.643,-7.143,-1.927,1
-0.438,-4.032,-2.582,1.003,-0.801,-1.167,-4.331,0.435,-2.699,-0.727,0.334,0.295,-1.426,2.075,-4.369,0.19,0.432,0.891,-1.24,3.805,1
-0.593,1.044,-1.791,1.503,-3.254,6.911,-3.631,1.407,-0.207,-3.741,-0.894,1.029,-3.531,0.327,4.326,1.266,1.625,-0.168,-3.569,-2.365,1
0.778,-1.262,-0.224,1.753,3.09,3.353,-2.449,-1.019,-1.118,-1.397,-0.092,2.741,0.433,1.384,-0.292,1.234,1.767,1.324,1.002,3.801,1
-8.197,2.998,-2.588,2.125,-4.294,-2.996,-6.999,-0.393,-0.829,0.745,-0.735,-1.322,0.163,-2.223,-2.168,1.389,-0.898,0.601,-2.878,-7.907,1
-1.32,-8.13,0.296,1.126,-8.268,0.007,1.097,-2.207,-1.157,-2.959,-1.926,2.945,-2.61,-0.987,-3.175,-1.609,4.397,-2.406,0.008,11.657,0
3.711,-3.314,1.811,1.612,2.51,1.332,-1.322,0.052,1.436,1.445,0.348,0.899,0.333,1.894,0.628,2.255,2.385,3.222,-0.461,8.372,0
-0.347,0.275,-1.789,-5.222,11.016,-2.126,10.566,3.079,1.94,-2.887,-0.465,1.336,0.945,1.491,-2.861,-2.272,-2.301,2.567,-5.496,10.45,0
1.278,3.81,0.826,5.444,-3.321,0.694,-9.584,1.524,-0.724,6.6,0.96,1.274,3.336,-12.551,1.908,0.958,-0.983,-4.404,1.747,-18.716,1
-2.289,-2.845,-0.812,-0.049,-6.291,-2.968,-4.084,-2.353,-4.681,0.345,0.352,0.416,-0.195,0.784,-1.506,-2.425,2.589,0.847,-0.4,2.584,1
3.91,1.063,-0.079,1.353,10.07,3.27,1.617,0.933,0.357,-2.223,2.599,-1.218,2.714,4.197,-0.89,2.009,-0.832,1.149,1.127,3.438,1
-1.315,2.459,2.634,5.369,0.768,2.697,-15.916,7.325,4.649,3.793,-1.438,2.145,-1.421,-0.818,2.955,2.364,1.404,0.594,2.96,-13.085,1
0.785,-3.878,-4.856,1.235,3.084,10.447,-11.089,0.205,-3.794,-2.616,-0.762,1.934,0.617,11.451,0.237,5.696,4.041,3.067,0.595,5.487,1
3.516,2.72,1.275,-0.007,-2.738,-5.752,1.859,-3.897,-0.449,5.247,4.022,0.066,1.395,-13.628,1.814,1.352,-0.835,-5.98,-0.378,-10.649,1
-0.522,2.191,3.28,-2.845,1.303,-0.913,2.435,1.382,1.146,0.553,-0.42,-1.483,-0.064,2.567,2.01,1.302,3.206,-1.382,-2.385,1.468,1
-0.277,-3.554,0.084,2.767,-3.728,-5.728,-4.464,-1.398,1.521,4.209,2.864,2.026,2.428,-8.846,0.204,-0.109,1.613,1.486,-2.38,1.899,0
1.159,1.149,-4.04,2.159,-13.466,-1.941,-16.605,-0.183,-5.381,2.532,2.335,-2.245,-4.172,-2.478,4.409,-0.526,4.382,0.746,-3.875,-8.637,1
2.919,-1.248,1.554,1.703,-1.524,3.276,3.787,-3.008,-0.611,0.214,0.88,0.386,3.166,-2.082,3.574,-0.836,1.111,2.22,-0.5,5.592,0
4.216,-0.061,-0.245,3.421,5.863,-6.191,5.477,-5.753,4.043,-1.636,5.574,2.366,3.218,-10.721,-0.364,-0.014,1.973,2.087,-1.507,13.279,0
1.481,3.465,3.385,-3.056,6.086,0.01,9.486,1.119,0.303,4.225,-2.255,1.539,1.484,-5.096,1.909,-0.611,-3.003,2.307,-5.414,-0.8,0
3.14,-1.147,4.173,-0.844,0.301,0.825,12.2,-2.296,2.332,-1.978,0.846,-1.678,2.253,0.144,1.816,-1.895,0.028,-1.563,2.211,7.582,0
1.833,-0.712,-2.984,-2.349,1.473,-0.224,1.602,-3.237,-2.326,1.729,-1.744,3.989,-0.458,-2.429,1.024,-0.78,0.37,6.116,-4.052,8.449,0
-0.426,-0.124,-1.069,4.015,-1.158,-3.834,1.638,-4.266,4.716,-2.28,0.879,1.943,-0.435,-8.429,-0.545,0.901,2.905,2.128,-2.804,11.511,0
-0.172,-2.345,0.412,1.228,-7.446,-0.021,-4.965,-1.984,-0.958,0.317,2.629,-0.98,-4.172,0.397,3.555,1.965,0.043,0.099,-0.623,-5.618,1
4.789,-2.75,-0.798,4.224,-3.994,4.736,-2.918,-0.904,-5.056,2.883,1.04,-2.171,1.831,-1.622,-0.602,0.678,-2.818,-0.17,0.767,-5.311,1
0.114,-0.718,2.517,2.297,0.804,3.285,-2.042,-1.605,0.699,-0.192,-0.028,1.362,-0.231,1.524,2.106,3.234,2.557,1.47,0.191,2.568,0
2.073,-1.037,5.511,3.693,2.659,-1.039,1.261,-1.606,3.237,1.91,0.706,1.37,3.66,-3.527,0.656,1.715,4.932,0.972,0.332,9.443,0
-1.049,-1.166,0.827,-1.219,-2.205,3.664,2.219,-0.342,0.695,-2.045,0.922,-0.236,-1.384,1.918,4.663,2.047,1.307,0.287,-4.251,1.367,1
1.231,-3.639,0.062,-3.651,6.187,6.24,3.209,-3.425,-4.375,-1.405,4.23,1.9,1.476,6.914,2.807,4.38,-2.194,-0.733,1.179,-3.294,1
-1.338,-3.367,0.125,2.872,-7.098,1.768,-10.819,-0.103,-0.569,5.7,-0.816,0.951,1.512,-0.532,2.34,2.543,1.409,2.211,1.061,-5.19,0
0.278,-0.719,-1.533,-1.152,-0.114,4.354,6.555,-1.523,-5.649,-4.015,0.787,-3.386,-2.237,4.274,-1.282,1.346,-2.642,-0.26,-6.02,1.359,1
2.774,-1.57,-3.919,2.913,-1.617,-3.526,-7.824,0.235,2.961,6.163,-0.933,0.485,2.591,-5.829,-1.379,1.873,1.188,4.768,-1.662,5.323,0
0.39,-1.348,1.259,-2.235,1.889,-1.626,9.058,0.442,2.596,-1.128,0.033,0.242,0.032,-2.221,-0.023,-1.093,-0.681,-0.151,-3.555,6.757,0
2.396,-3.734,1.068,1.923,-5.041,-7.522,1.336,-4.03,0.771,4.567,5.579,0.808,1.1,-12.328,1.992,-0.477,-0.978,1.019,-4.024,0.164,0
5.437,2.796,0.211,6.123,-0.978,3.318,-3.187,-3.361,-3.139,5.344,2.57,0.693,5.847,-13.256,0.897,2.207,-2.079,-5.248,3.366,-14.106,1
1.098,-3.139,-2.637,2.649,-3.411,-3.25,-7.458,-1.504,-1.696,4.039,2.213,0.7,0.771,-4.661,-2.697,0.669,-2.389,-0.734,3.252,-6.932,1
-0.681,-3.823,2.427,-0.184,-1.506,2.023,2.804,0.42,0.797,-0.687,-2.077,0.565,0.674,3.501,0.777,-0.309,3.617,2.894,-2.919,12.028,0
0.323,-0.004,3.682,-1.666,-2.441,1.117,7.73,-3.437,1.861,-0.326,1.529,-0.029,-1.919,-1.967,4.814,1.594,-2.113,-2.386,0.843,-4.71,0
1.794,-4.248,0.428,-2.153,-6.406,2.574,-1.237,3.555,2.158,6.799,-4.127,-1.479,1.827,2.284,2.409,0.705,-0.463,1.563,-0.027,-0.001,0
-1.221,0.466,1.149,0.581,-0.099,-1.878,1.495,-4.284,-0.763,0.181,-0.649,1.364,0.054,-0.954,-1.192,0.169,0.514,1.078,2.185,2.625,0
1.376,-3.169,1.859,2.255,2.462,3.933,2.632,-1.324,2.601,-1.535,-0.602,1.04,4.333,2.628,0.834,1.183,4.176,2.725,0.652,14.372,0
5.84,-1.489,-0.108,-2.312,1.997,-0.379,9.468,0.171,4.245,2.568,-0.113,-0.507,4.115,-4.141,1.454,-1.279,-1.682,-0.146,0.623,6.655,0
-3.579,-3.109,-3.686,3.99,-8.569,6.334,-8.914,2.216,-2.53,0.435,-0.64,-0.252,0.183,-1.254,0.566,0.899,-2.864,-1.327,-0.805,-11.832,1
-0.672,0.897,-0.952,-1.583,7.918,7.248,4.314,0.774,-4.726,-4.9,-0.49,-3.03,0.927,12.512,-2.265,1.924,-1.892,1.908,-1.697,3.459,1
3.498,1.156,-0.582,-2.879,7.913,-0.735,7.128,-2.04,1.836,0.315,0.967,2.707,2.838,-3.271,0.426,0.336,-0.645,-0.21,0.952,4.762,0
3.243,-4.039,-2.382,-2.06,1.574,3.322,7.748,0.867,-0.343,-3.407,-1.933,2.208,1.719,0.833,-0.114,-4.509,1.605,3.113,-3.398,16.932,0
1.809,-0.448,4.61,1.472,6.848,-7.605,3.812,-3.402,4.577,0.109,4.977,0.707,1.543,-3.468,-2.855,1.81,0.343,-3.501,6.533,1.879,0
0.686,-1.193,3.146,2.221,1.515,2.023,0.608,-2.784,-0.931,-0.486,-0.372,-0.298,2.306,3.131,-0.907,2.761,4.69,0.732,0.366,9.28,0
1.384,1.695,1.754,-1.037,-2.471,4.723,5.054,-1.147,-1.016,1.374,-1.746,-1.009,-0.983,-0.531,3.958,1.057,-2.503,-0.057,-1.38,-5.1,0
1.208,-0.275,2.711,-0.701,3.857,-1.499,8.183,-3.461,0.45,-1.075,0.44,2.64,-1.486,-2.635,-0.703,-1.034,-2.553,0.108,2.21,2.118,0
-5.472,-2.581,4.899,-0.912,4.129,1.194,4.147,-1.537,0.238,-1.137,-0.597,2.876,2.103,4.641,-1.236,1.016,0.079,-0.341,3.176,1.605,1
-1.318,-6.218,1.931,-0.359,3.259,-2.619,-4.252,2.553,4.209,0.642,-0.003,0.504,1.672,7.866,-2.588,2.865,5.823,2.533,0.425,14.316,0
2.548,1.582,-1.708,-4.879,9.202,0.693,11.923,3.416,1.757,0.059,-2.493,3.337,2.536,-3.768,1.246,-5.17,-3.277,5.441,-6.638,9.6,0
4.612,-1.159,1.152,-0.833,12.382,-0.834,5.222,0.985,4.414,-1.668,0.975,3.01,2.364,1.453,-0.588,0.034,2.812,4.307,-0.81,17.143,0
-0.484,-3.248,1.831,1.178,-9.984,4.147,2.351,-4.641,-2.759,0.013,-3.51,-1.615,0.46,3.999,2.794,-0.292,4.409,4.642,-2.549,12.515,0
0.284,-2.028,-0.444,1.794,-4.626,5.517,-0.44,3.988,-1.114,-2.323,1.201,-2.353,-1.51,-0.169,2.049,-0.135,-1.625,-2.853,-4.217,-5.933,1
3.158,1.031,-0.526,-1.916,8.821,-1.68,2.81,-3.839,0.037,2.072,2.571,3.85,2.105,-3.733,1.075,2.445,-0.562,2.294,-0.423,2.664,0
0.115,1.213,-0.415,4.414,-10.073,2.779,-3.677,-0.405,-1.421,3.533,1.442,-2.239,1.572,-10.541,2.343,1.405,-3.275,-6.857,0.327,-18.902,1
-0.552,-3.974,0.783,0.237,-4.733,-2.026,-1.357,-1.704,-1.182,-0.023,1.373,1.155,-1.051,-1.043,0.606,-0.743,2.609,0.37,-1.551,4.263,1
-0.209,-3.099,4.903,4.501,-7.025,-1.857,2.306,-4.203,2.094,-1.209,-2.031,-1.652,-0.11,0.423,-2.252,0.109,5.775,-0.317,2.999,13.628,0
-3.86,-3.017,0.444,3.133,-5.544,5.005,-4.383,1.423,1.17,-1.7,-2.16,-0.69,-1.814,3.542,0.831,3.033,2.109,1.023,-2.866,2.046,1
0.665,-0.854,-1.245,-0.126,2.688,-2.507,6.897,-2.469,-4.604,-2.159,2.038,-0.517,1.83,-3.108,-4.37,-2.404,-1.129,-0.115,-4.253,6.404,1
4.931,-1.68,-2.295,4.437,-1.676,-3.56,-18.615,0.602,-3.505,3.471,4.879,1.442,-4.575,-2.473,0.658,2.654,3.649,2.76,-1.86,-4.401,1
1.131,-0.457,2.76,1.693,-1.377,9.401,1.831,2.254,-5.387,0.522,-1.674,-1.941,1.071,3.842,2.594,-0.307,-2.119,1.574,-3.581,-4.408,1
-6.307,-2.24,-3.751,3.807,-5.659,7.234,-25.407,10.735,2.122,2.948,-2.824,-1.811,-1.911,13.133,1.166,2.877,-2.971,2.117,7.111,-21.147,1
7.397,-5.524,1.937,-0.048,-8.264,3.356,9.55,-4.095,0.308,-0.634,-1.991,-0.357,0.454,-1.511,2.915,-2.732,3.858,0.003,0.953,16.453,0
-0.78,0.13,-1.781,3.669,-2.163,-2.136,-10.193,0.076,-1.789,-0.237,0.892,3.576,-5.136,-5.871,-1.374,0.649,1.49,-0.382,-1.753,-5.089,1
0.547,1.051,-0.868,3.308,3.01,-6.675,-1.154,-2.288,2.893,-0.963,0.888,0.212,-4.988,-5.524,-4.668,4.073,1.645,1.854,-5.109,8.182,0
0.32,-1.158,-0.728,0.97,6.275,-0.728,-1.675,-0.149,1.37,-0.232,0.378,3.319,4.189,-0.533,-1.749,-0.187,3.114,2.284,0.948,9.29,0
0.965,-0.883,2.605,1.638,1.86,-1.102,5.967,-0.77,0.071,-2.79,-3.372,1.863,-3.533,-0.464,-3.51,-2.853,1.423,3.344,-1.916,13.453,0
-1.433,3.335,2.98,1.322,7.616,-2.182,3.039,1.488,4.617,2.07,-2.823,2.137,4.862,-4.806,-2.714,0.706,2.515,0.096,-0.342,6.204,0
-0.139,-2.724,1.45,0.063,-3.298,-1.84,5.156,-3.024,-0.245,-2.219,-0.555,-0.053,-0.663,0.205,-1.927,-1.935,1.681,-0.824,1.422,8.449,0
-0.781,1.489,2.209,1.234,5.74,4.716,-4.001,-0.855,-7.544,3.559,3.692,4.989,4.677,-3.712,4.596,-0.965,-3.121,2.941,-1.75,-13.815,0
1.098,-2.333,0.438,1.072,-0.009,-1.018,6.164,-4.684,-0.734,-5.229,1.029,-2.567,0.249,5.985,-1.751,-1.363,3.064,4.378,-0.624,18.71,0
2.756,-0.669,1.715,1.165,-0.339,-1.593,2.711,-3.363,0.688,1.29,0.272,-0.313,2.526,-1.185,0.766,-0.466,2.645,2.97,0.403,9.808,0
-1.791,-0.101,0.616,0.388,4.545,5.713,-2.689,1.869,-1.338,-0.552,-0.898,0.378,-0.634,7.715,1.261,2.15,-2.259,4.457,-0.583,-2.699,1
0.73,-0.931,-1.099,-0.015,-0.74,-4.9,-4.058,-2.779,-4.582,1.608,1.61,1.903,0.164,-2.984,-2.489,-1.349,2.7,0.493,-0.777,2.636,1
-2.348,1.032,2.728,1.584,-1.211,5.022,1.944,-1.04,-0.401,1.691,-4.682,0.659,4.56,0.482,1.947,0.869,4.085,3.856,-3.647,8.546,0
-0.639,1.736,0.987,4.682,-3.882,5.512,-11.477,2.555,-0.728,6.606,-1.581,1.37,3.524,-4.577,3.738,1.959,-0.793,-0.194,2.174,-15.865,1
2.287,-0.286,-7.267,0.289,1.267,4.812,-12.938,-2.57,-4.001,-0.35,3.145,2.44,-1.343,2.047,1.986,6.09,1.295,-0.289,0.93,-6.913,1
1.449,-1.82,3.58,-4.346,-1.953,2.946,9.16,0.901,1.914,0.848,-1.394,-0.333,-1.297,1.957,4.677,-0.412,-1.707,-0.923,-0.835,-0.254,0
2.179,2.102,-0.245,6.371,5.15,2.829,-6.105,3.013,-1.05,-0.04,1.675,0.472,1.68,-4.498,-2.475,0.671,-1.67,-1.36,0.756,-7.343,1
1.098,-0.593,-1.03,-4.484,4.482,-0.542,8.584,2.056,-0.299,0.045,-3.206,3.325,-1.089,-3.397,-2.172,-2.515,-1.488,0.1,-4.771,6.004,0
2.535,-0.786,-1.707,3.139,-6.046,1.262,-11.615,-0.163,-4.869,1.534,0.288,-1.426,-1.152,2.546,0.846,-0.073,4.183,2.632,-0.676,0.64,1
0.779,-0.237,2.174,3.396,7.643,1.047,-9.651,1.373,-1.584,1.134,2.551,2.705,3.162,1.749,-1.212,3.136,4.847,0.078,1.455,0.35,0
-0.53,3.003,1.347,-0.242,1.904,-2.277,4.061,0.249,2.044,3.147,-3.69,-1.024,3.28,-1.927,-1.022,-0.742,1.137,3.931,-3.06,7.816,0
-3.057,-1.033,-3.426,0.823,-0.503,2.657,-5.982,2.254,-1.771,0.18,0.392,-0.195,3.367,1.51,-1.424,0.445,-1.22,-1.314,0.731,-6.35,1
-1.582,-3.829,4.573,0.901,-1.013,2.542,0.175,0.497,-0.263,-0.049,-0.499,-0.077,0.702,5.444,1.023,1.108,2.906,1.671,-0.87,5.674,1
3.724,3.46,1.835,-3.122,8.057,-1.043,8.347,-1.607,2.152,2.604,0.029,0.934,1.892,-2.727,1.275,1.345,-2.311,0.249,0.818,0.192,0
-1.846,0.114,0.827,5.167,2.264,-1.918,-9.523,0.312,-2.617,0.774,1.993,2.122,-3.151,-4.612,-3.602,4.318,1.74,-0.64,-4.41,-4.795,0
1.129,5.01,1.455,3.911,0.321,6.984,1.055,-5.132,-5.158,-1.054,2.982,3.358,1.03,-8.789,6.287,-0.155,-3.034,-1.018,-0.09,-14.038,0
0.5,-0.135,0.512,-3.665,2.137,-2.192,10.883,0.694,1.122,-0.646,-2.263,1.083,-1.205,-2.859,-1.579,-3.334,-2.562,0.072,-2.762,5.34,0
1.385,0.206,0.346,-0.88,7.252,0.205,11.779,-3.128,-0.186,-4.087,3.157,-1.058,2.812,-0.364,-1.04,0.392,-1.378,0.469,-3.411,9.046,1
1.622,-5.944,1.322,-0.585,-14.179,0.434,4.702,-4.466,-3.468,3.193,-3.876,2.448,-4.054,-6.776,1.444,-2.684,0.096,-0.226,-2.059,3.177,0
0.002,2.108,-0.387,6.048,1.124,0.128,-11.026,-3.7,-1.25,0.869,2.351,3.101,-2.001,-4.937,0.69,4.592,1.936,1.869,0.196,-5.065,0
-1.264,-2.065,-0.602,3.802,-4.188,-4.284,-10.149,-0.909,2.206,4.66,1.094,2.785,-0.575,-7.376,0.442,2.425,1.841,2.031,-1.212,-2.284,0
2.571,1.187,-6.551,0.919,4.634,-2.664,-7.379,-2.461,-3.056,-1.521,2.565,4.485,-0.595,-4.634,-2.552,-0.87,1.174,1.117,0.953,1.472,1
3.64,-6.106,-2.054,-2.251,-2.039,3.701,1.354,-4.919,-4.819,0.727,1.37,3.297,0.089,0.111,2.5,2.251,2.302,1.924,-3.63,8.11,0
1.071,0.014,0.998,0.832,-1.413,-0.33,2.734,-3.145,2.193,-0.948,0.667,-0.476,-0.87,-1.135,1.974,1.74,1.62,1.013,-0.791,5.423,0
-1.027,-0.451,-3.415,-0.24,0.335,-3.13,-4.689,-2.155,-0.022,0.191,3.042,2.329,-0.879,-4.4,0.228,2.526,0.956,-0.267,-2.482,-1.53,1
2.49,1.463,1.631,-1.447,9.693,-5.65,9.49,-1.248,3.474,0.03,3.319,-0.704,3.161,-2.1,-0.61,-0.869,-1.69,3.795,-2.341,9.395,0
1.043,-0.923,2.04,-3.818,6.812,1.391,1.812,4.045,0.611,1.684,-1.188,0.28,0.372,6.401,-0.097,1.372,-0.064,1.006,-0.914,1.807,0
-2.177,0.242,0.86,2.916,-0.076,-0.249,-6.374,1.036,1.826,-0.6,1.155,-0.666,-0.64,3.436,1.512,0.552,0.723,3.996,0.587,-0.345,1
1.358,-2.106,2.869,1.574,0.615,-2.998,2.627,-1.694,1.791,0.146,-0.847,0.72,-0.313,-1.428,-2.811,0.526,3.27,0.196,0.338,10.504,0
-0.876,-0.213,1.654,1.331,0.246,-2.732,-1.254,-1.316,1.17,-0.374,3.791,3.386,2.879,-7.098,2.502,-1.518,3.235,-1.999,-0.063,-0.094,0
3.024,0.785,-1.03,0.361,-0.496,-2.674,6.329,-2.067,1.435,0.383,0.888,-0.472,0.946,-7.629,0.097,-1.246,-0.878,0.264,-3.169,4.905,0
2.336,-4.428,2.856,2.449,-6.093,1.407,2.713,-3.938,-0.042,0.531,-0.954,1.28,1.125,-2.856,1.039,-0.28,4.095,-0.113,0.905,9.883,0
-4.241,-3.207,-2.585,0.143,-4.028,5.82,-6.27,-0.306,0.166,-2.851,-0.253,-1.215,-2.107,9.602,2.712,4.882,1.562,2.884,-1.954,1.507,1
-0.202,-0.348,-0.167,-0.539,5.82,6.372,2.198,-0.885,-2.678,-0.68,-0.017,-0.84,3.557,7.972,0.459,1.98,-2.623,3.442,1.066,0.579,1
2.04,-3.775,-0.042,0.733,-3.378,-8.413,-0.118,1.113,0.351,4.798,1.667,-2.929,-2.318,-6.155,-4.584,1.735,-0.804,-0.077,-7.114,2.882,0
-1.998,2.663,-2.202,2.595,4.382,2.231,-2.432,-0.749,1.796,-3.519,0.488,4.778,-2.206,-5.098,0.33,1.025,-1.857,-0.499,0.995,-5.358,1
0.867,-1.98,-2.963,4.788,-9.707,4.27,-9.918,-0.369,-4.706,4.804,0.386,-2.237,1.408,-3.612,-0.431,1.839,-4.159,-3.087,3.22,-17.214,1
-1.227,-0.196,0.471,-0.269,-9.48,-1.535,4.947,-3.524,0.453,1.978,0.009,-1.823,-1.363,-6.325,3.297,-0.115,-2.443,-0.338,-3.351,-3.906,0
-0.49,-3.834,2.124,2.024,-5.338,0.947,4.209,-4.166,-1.601,-3.496,-2.453,-1.345,-1.561,3.499,-3.026,0.679,5.266,0.392,-1.413,16.063,0
-0.053,-1.745,0.319,3.339,0.42,-6.956,-0.755,-3.989,1.769,0.988,5.729,2.743,2.769,-11.137,-0.04,-0.11,1.418,0.305,-2.032,3.132,0
-1.267,-1.474,1.555,0.122,2.489,-3.688,2.088,-1.647,1.092,-0.406,2.364,1.197,-0.972,-2.061,-1.128,1.4,-0.161,0.281,-1.83,2.303,0
4.184,-0.769,3.665,-3.785,7.874,-1.279,19.211,1.739,5.341,-2.909,0.319,-0.315,1.081,-1.943,-0.058,-3.465,-2.794,-0.89,-1.903,11.416,0
2.097,0.065,3.056,-4.843,18.177,0.655,8.241,3.421,2.528,-4.421,1.109,2.275,0.629,9.337,-1.775,1.035,1.88,1.536,-0.752,13.087,0
0.353,0.313,-1.805,-4.932,6.499,-2.62,8.952,3.198,1.637,0.879,-2.315,2.661,1.263,-4.416,-2.164,-3.048,-2.312,1.119,-5.475,6.167,0
1.78,-2.563,-0.57,-1.812,1.467,0.209,5.94,-0.802,-1.086,-0.7,-0.908,2.303,-0.572,-1.308,-0.456,-2.253,-0.659,2.528,-2.947,8.194,0
-0.855,1.811,1.289,-0.812,6.059,1.834,0.351,2.588,-0.279,-1.683,-0.039,-0.782,0.428,5.264,-0.488,1.017,0.722,0.537,-1.329,0.959,1
-4.039,-1.773,-5.945,2.741,-3,2.328,-3.242,-2.343,-0.021,-4.717,-1.632,3.604,-3.214,-3.493,-3.207,1.017,-1.179,-0.696,-0.184,0.539,1
-2.066,-0.678,-1.372,0.459,-1.432,9.973,3.899,2.871,-2.676,-3.665,-0.063,-7.188,4.16,11.055,0.781,0.297,-4.799,-0.187,-0.312,-4.543,1
2.307,0.637,4.359,-2.383,8.966,-0.14,9.564,-2.689,0.679,-1.941,1.21,0.162,-7.139,4.495,0.789,4.799,-3.019,3.947,-4.435,4.624,0
3.136,-2.151,-2.632,-2.486,4.037,-0.801,7.862,0.479,1.883,-2.387,-1.688,0.274,1.641,1.351,-1.986,-2.616,1.834,3.985,-3.798,19.253,0
-1.042,2.368,-0.824,2.957,3.898,3.988,-5.788,4.941,-2.046,-0.314,-0.118,-0.665,3.545,0.671,-1.934,-0.375,-0.348,-1.788,-0.01,-6.975,1
-2.147,0.191,-0.245,1.163,-14.046,-5.561,-5.779,-1.006,-4.134,2.992,2.88,-4.75,-2.818,-4.298,2.809,-2.042,0.01,0.374,-6.018,-8.812,1
4.312,1.276,2.47,1.975,3.835,-2.678,-4.27,1.296,-2.518,3.829,1.116,1.546,-0.425,-4.624,-1.652,-0.049,1.319,-0.545,-0.462,-2.912,1
3.726,-4.101,-2.587,-6.123,-1.427,-2.016,10.316,2.28,2.202,1.844,-1.558,1.74,1.123,-5.129,1.301,-4.739,-1.512,0.711,-4.908,9.276,0
7.256,-1.491,-0.399,-1.726,-1.363,5.056,6.391,3.147,2.098,3.319,-4.391,-1.065,1.005,-0.937,2.433,-1.289,-1.196,1.779,-1.832,6.312,0
1.941,-2.396,2.343,2.254,-2.552,-0.825,-5.569,-6.078,-3.867,4.527,1.015,4.112,-2.12,-3.234,1.826,2.546,1.268,3.45,1.244,-1.467,0
3.021,0.916,0.789,2.075,5.898,-0.345,-1.116,0.133,-1.726,0.152,0.388,2.026,1.535,-3.078,-2.488,0.417,3.409,0.156,-2.022,6.194,1
3.555,-0.759,1.844,0.303,0.534,-3.524,10.158,-3.532,-1.882,1.028,3.349,1.464,4.564,-12.71,0.025,-2.741,1.153,-2.613,-5.392,6.261,1
5.578,-3.706,0.581,-0.817,-3.294,0.772,14.08,-1.521,4.955,1.367,-1.697,-1.059,3.001,-6.158,2.013,-2.192,-1.471,1.401,-2.255,13.325,0
-1.094,1.99,-3.61,0.964,0.115,-0.952,-4.95,-0.27,0.098,-2.108,1.187,0.526,-0.493,-0.4,0.646,-1.016,0.676,2.104,-0.382,0.079,1
1.075,-3.318,-0.359,0.07,-3.868,-0.513,0.16,-2.312,-0.546,0.843,-1.355,1.623,0.944,-1.163,-0.395,-1.088,2.995,0.936,0.648,8.248,0
-2.974,-1.677,-2.718,3.537,-6.683,9.706,-9.671,0.651,-3.271,-1.201,-1.476,-1.4,-1.37,5.417,2.411,4.73,0.757,0.928,-2.565,-6.006,1
-4.498,-2.792,0.963,-0.399,6.943,4.786,9.432,-2.295,3.967,-6.193,0.128,4.297,-1.97,1.707,-0.813,3.216,-4.848,-1.065,1.905,0.871,1
-2.292,-3.973,0.216,3.147,-12.11,-1.876,-2.756,-3.27,5.936,0.552,-0.449,-0.575,-0.33,-4.593,1.76,2.528,3.882,-2.518,2.11,3.78,0
0.17,-5.293,0.036,0.115,-3.899,4.762,0.636,-3.33,-0.23,-1.678,1.602,2.601,-1.559,0.212,4.023,3.07,1.249,-0.14,-1.367,2.487,1
1.15,-1.753,-1.979,1.295,-3.854,-2.363,-5.525,-0.532,-2.721,0.407,1.434,-1.406,-1.363,0.51,-1.018,-0.368,2.076,1.834,-2.401,3.127,1
0.63,1.583,-5.517,-0.125,1.218,4.334,-4.644,-1.486,-1.044,-3.473,1.568,-0.069,-0.094,4.457,2.989,1.138,0.007,2.987,0.53,0.144,1
-0.227,-0.496,-1.677,4.25,-2.208,11.666,-11.58,6.834,-3.139,0.834,-1.056,-2.204,1.329,6.18,1.859,1.606,-3.39,-0.961,2.175,-16.415,1
-0.833,-0.015,1.171,1.289,6.697,-1.455,-3.023,-2.121,1.726,-0.841,1.457,1.178,-2.134,3.847,-1.451,5.391,1.52,3.037,-0.017,4.517,0
3.177,1.178,0.968,-2.42,5.857,1.602,-2.292,1.657,-1.937,1.964,0.225,-2.996,-0.058,9.987,0.137,3.184,0.382,2.326,0.708,0.131,1
3.991,-1.037,2.07,2.378,-5.536,1.342,2.701,-3.748,-1.712,0.238,1.128,0.377,-2.077,-5.418,2.25,-0.879,-0.794,-2.039,1.798,-2.788,1
-0.1,-0.706,0.428,0.498,-3.684,3.378,-0.354,1.628,-0.326,2.396,-4.241,-1.962,-0.755,2.393,0.249,1.734,0.524,2.761,-4.033,3.093,0
-1.056,1.757,-2.14,1.11,4.806,5.589,1.45,-0.597,1.438,-4.046,-0.244,2.195,0.05,0.159,1.286,1.907,-1.386,0.716,-0.326,-0.008,1
2.182,-3.467,2.59,0.393,-3.444,-0.338,-1.291,-3.862,-0.905,5.207,-0.758,2.211,0.659,-3.898,1.626,4.529,5.126,0.953,-3.587,6.846,0
-0.262,-1.378,-5.88,-2.055,3.622,6.943,2.226,-4.29,0.423,-6.308,1.019,4.508,-1.755,2.005,2.621,3.431,-0.974,0.102,0.701,2.95,1
-0.316,-3.744,-1.965,-0.142,-3.076,1.187,3.888,-6.891,-1.71,-4.342,0.533,0.86,1.82,2.82,-0.145,-0.239,4.196,1.883,0.676,15.519,0
5.583,-1.287,0.783,-1.756,4.204,3.029,8.214,-0.644,2.99,-1.86,-0.924,-2.028,-0.296,5.677,1.068,1.775,0.867,2.485,-0.279,13.331,0
